student_id,term_key,major_name,risk_label,term_gpa,failed_course_count,borderline_course_count,failed_course_ratio,dim_academic_base_score,dim_appraisal_status_alert_score,dim_class_engagement_score,dim_daily_routine_boundary_score,dim_library_immersion_score,dim_network_habits_score,dim_online_activeness_score,dim_physical_resilience_score,dataset_split
pjxuqwbj701,2023-2,机械设计制造及其自动化,1,2.055555555555556,2.0,0.0,0.2222222222222222,0.59,0.12,0.0,0.0,0.0,0.0,1.0,0.77,train
pjxuqwbj705,2023-2,工业设计,1,1.5666666666666669,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj708,2023-2,机械设计制造及其自动化,1,1.6666666666666667,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.56,train
pjxuqwbj711,2023-2,测控技术与仪器,0,2.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.64,train
pjxuqwbj712,2023-2,测控技术与仪器,0,2.06,0.0,0.0,0.0,1.0,0.23,0.0,0.0,0.0,0.0,1.0,0.8,train
pjxuqwbj713,2023-2,机器人工程,1,1.84,0.0,1.0,0.0,0.93,0.12,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj714,2023-2,电气工程及其自动化,0,2.16,0.0,0.0,0.0,1.0,0.44,0.0,0.25,0.23,0.0,1.0,0.7,train
pjxuqwbj715,2023-2,计算机科学与技术,0,2.02,0.0,1.0,0.0,0.93,0.0,0.0,0.8,0.73,0.0,1.0,0.64,train
pjxuqwbj717,2023-2,电气工程及其自动化,0,2.3,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,1.0,0.86,train
pjxuqwbj719,2023-2,机器人工程,0,2.16,0.0,0.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,1.0,0.93,train
pjxuqwbj721,2023-2,计算机科学与技术,1,1.5666666666666669,0.0,1.0,0.0,0.93,0.12,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj723,2023-2,机械设计制造及其自动化,1,1.5833333333333333,0.0,1.0,0.0,0.93,0.12,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj724,2023-2,测控技术与仪器,0,2.16,0.0,0.0,0.0,1.0,0.23,0.0,0.25,0.0,0.0,1.0,0.71,train
pjxuqwbj726,2023-2,电子信息工程,0,2.0,0.0,1.0,0.0,0.93,0.12,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj731,2023-2,机器人工程,0,2.5,0.0,0.0,0.0,1.0,0.44,0.0,0.75,0.0,0.0,1.0,0.59,train
pjxuqwbj731,2024-1,机器人工程,0,,,,,0.0,0.44,0.0,0.75,0.0,0.0,1.0,0.59,train
pjxuqwbj733,2023-2,测控技术与仪器,0,2.3600000000000003,0.0,0.0,0.0,1.0,0.65,0.0,0.75,0.0,0.0,1.0,0.79,train
pjxuqwbj734,2023-2,测控技术与仪器,0,2.02,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.54,train
pjxuqwbj735,2023-2,机器人工程,0,2.3166666666666664,0.0,1.0,0.0,0.93,0.12,0.0,0.25,0.0,0.0,1.0,0.56,train
pjxuqwbj735,2024-1,机器人工程,0,,,,,0.0,0.12,0.0,0.25,0.0,0.0,1.0,0.56,train
pjxuqwbj738,2023-2,机器人工程,0,2.04,0.0,1.0,0.0,0.93,1.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj739,2023-2,电子信息工程,1,1.8,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj745,2023-2,机器人工程,1,1.92,0.0,1.0,0.0,0.93,0.12,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj748,2023-2,自动化,0,2.02,0.0,1.0,0.0,0.93,0.44,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj750,2023-2,工业设计,1,2.6333333333333333,4.0,3.0,0.2222222222222222,0.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj750,2024-1,工业设计,0,3.0375,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.59,train
pjxuqwbj750,2024-2,工业设计,1,1.6125,0.0,1.0,0.0,0.93,0.0,0.5,0.0,0.0,0.0,1.0,0.59,train
pjxuqwbj751,2023-2,自动化,1,1.9,0.0,1.0,0.0,0.93,0.12,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj755,2023-2,机器人工程,0,2.6,0.0,1.0,0.0,0.93,0.23,0.0,0.25,0.0,0.0,1.0,0.53,train
pjxuqwbj755,2024-1,机器人工程,0,,,,,0.0,0.23,0.0,0.25,0.0,0.0,1.0,0.53,train
pjxuqwbj757,2023-2,软件工程,1,1.5666666666666669,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.54,train
pjxuqwbj758,2023-2,电气工程及其自动化,0,2.04,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,1.0,0.56,train
pjxuqwbj760,2023-2,机械设计制造及其自动化,0,2.16,0.0,0.0,0.0,1.0,0.12,0.0,0.75,0.0,0.0,1.0,0.73,train
pjxuqwbj761,2023-2,自动化,0,2.02,0.0,1.0,0.0,0.93,0.0,0.0,0.75,0.0,0.0,1.0,0.54,train
pjxuqwbj763,2023-2,电气工程及其自动化,1,1.88,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.66,train
pjxuqwbj766,2023-2,电子科学与技术,1,1.8571428571428568,0.0,1.0,0.0,0.93,0.12,0.0,0.0,0.0,0.0,1.0,0.56,train
pjxuqwbj767,2023-2,测控技术与仪器,0,2.18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,1.0,0.69,train
pjxuqwbj770,2023-2,自动化,0,2.06,0.0,0.0,0.0,1.0,0.12,0.0,0.0,1.0,0.0,1.0,0.69,train
pjxuqwbj772,2023-2,测控技术与仪器,1,1.5666666666666669,1.0,1.0,0.1666666666666666,0.66,0.0,0.0,0.75,0.0,0.0,1.0,0.0,train
pjxuqwbj773,2023-2,机械设计制造及其自动化,1,1.88,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj774,2023-2,自动化,0,2.06,0.0,1.0,0.0,0.93,0.23,0.0,0.25,0.0,0.0,1.0,0.0,train
pjxuqwbj778,2023-2,自动化,0,2.0,0.0,1.0,0.0,0.93,0.12,0.0,0.0,0.7,0.0,1.0,0.56,train
pjxuqwbj781,2023-2,电子封装技术,1,1.5363636363636362,1.0,3.0,0.0909090909090909,0.62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj783,2023-2,自动化,0,2.02,0.0,1.0,0.0,0.93,0.23,0.0,0.0,1.0,0.0,1.0,0.0,train
pjxuqwbj784,2023-2,软件工程,0,2.16,0.0,0.0,0.0,1.0,0.44,0.0,0.0,0.03,0.0,1.0,0.74,train
pjxuqwbj785,2023-2,机械设计制造及其自动化,0,2.16,0.0,0.0,0.0,1.0,0.44,0.0,0.0,0.0,0.0,1.0,0.7,train
pjxuqwbj786,2023-2,测控技术与仪器,1,1.5818181818181818,4.0,0.0,0.3636363636363636,0.33,0.0,0.0,0.25,0.0,0.0,1.0,0.71,train
pjxuqwbj786,2024-1,测控技术与仪器,1,0.95,3.0,0.0,0.75,0.42,0.0,0.0,0.25,0.0,0.0,1.0,0.71,train
pjxuqwbj786,2024-2,测控技术与仪器,1,1.8,0.0,2.0,0.0,0.87,0.0,0.0,0.25,0.0,0.0,1.0,0.71,train
pjxuqwbj787,2023-2,机械设计制造及其自动化,0,2.0,0.0,1.0,0.0,0.93,0.12,0.0,0.0,0.0,0.0,1.0,0.5,train
pjxuqwbj788,2023-2,机械设计制造及其自动化,0,2.18,0.0,0.0,0.0,1.0,0.65,0.0,0.0,0.0,0.0,1.0,0.79,train
pjxuqwbj796,2023-2,测控技术与仪器,0,2.02,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.03,0.0,1.0,0.0,train
pjxuqwbj797,2023-2,电子封装技术,0,2.433333333333333,0.0,0.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,1.0,0.58,train
pjxuqwbj799,2023-2,工业设计,1,1.72,2.0,2.0,0.2,0.48,0.0,0.0,0.0,0.0,0.0,1.0,0.61,train
pjxuqwbj800,2023-2,电气工程及其自动化,0,2.0,0.0,1.0,0.0,0.93,0.23,0.0,0.0,0.43,0.0,1.0,0.6,train
pjxuqwbj803,2023-2,机械设计制造及其自动化,1,1.9,0.0,1.0,0.0,0.93,0.12,0.0,0.75,0.0,0.0,1.0,0.61,train
pjxuqwbj804,2023-2,机器人工程,1,1.5833333333333333,1.0,1.0,0.1666666666666666,0.66,0.0,0.0,0.75,0.0,0.0,1.0,0.58,train
pjxuqwbj805,2023-2,测控技术与仪器,0,2.16,0.0,0.0,0.0,1.0,0.65,0.0,0.25,1.0,0.0,1.0,0.61,train
pjxuqwbj806,2023-2,电气工程及其自动化,1,1.7714285714285711,1.0,2.0,0.1428571428571428,0.62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj811,2023-2,自动化,0,2.06,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.61,train
pjxuqwbj812,2023-2,自动化,0,2.02,0.0,1.0,0.0,0.93,0.44,0.0,0.75,0.0,0.0,1.0,0.61,train
pjxuqwbj814,2023-2,自动化,0,2.02,0.0,1.0,0.0,0.93,0.44,0.0,0.0,0.0,0.0,1.0,0.51,train
pjxuqwbj818,2023-2,电气工程及其自动化,0,2.45,0.0,0.0,0.0,1.0,0.23,0.0,0.0,1.0,0.0,1.0,0.76,train
pjxuqwbj826,2023-2,机器人工程,1,1.9714285714285715,1.0,0.0,0.1428571428571428,0.76,0.12,0.0,0.25,0.3,0.0,1.0,0.8,train
pjxuqwbj829,2023-2,自动化,0,2.18,0.0,0.0,0.0,1.0,1.0,0.0,0.75,0.0,0.0,1.0,0.71,train
pjxuqwbj830,2023-2,自动化,1,1.72,0.0,2.0,0.0,0.87,0.23,0.0,0.75,0.0,0.0,1.0,0.0,train
pjxuqwbj830,2024-1,自动化,0,2.8666666666666667,0.0,1.0,0.0,0.93,0.23,0.69,0.17,0.0,0.0,1.0,0.0,train
pjxuqwbj830,2024-2,自动化,1,0.7999999999999999,0.0,1.0,0.0,0.93,0.23,0.0,0.25,0.0,0.0,1.0,0.0,train
pjxuqwbj831,2023-2,集成电路设计与集成系统,1,3.290909090909091,1.0,1.0,0.0909090909090909,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.69,train
pjxuqwbj831,2024-1,集成电路设计与集成系统,1,2.316666666666667,1.0,1.0,0.1666666666666666,0.66,0.0,0.81,0.0,0.0,0.0,1.0,0.69,train
pjxuqwbj831,2024-2,集成电路设计与集成系统,0,2.511111111111111,0.0,0.0,0.0,1.0,0.0,0.75,0.0,0.0,0.0,1.0,0.69,train
pjxuqwbj833,2023-2,自动化,0,2.18,0.0,0.0,0.0,1.0,0.23,0.0,0.75,0.0,0.0,1.0,0.64,train
pjxuqwbj837,2023-2,自动化,0,2.02,0.0,1.0,0.0,0.93,0.44,0.0,0.25,0.23,0.0,1.0,0.0,train
pjxuqwbj838,2023-2,自动化,0,2.02,0.0,1.0,0.0,0.93,0.0,0.0,0.75,0.0,0.0,1.0,0.0,train
pjxuqwbj839,2023-2,机器人工程,0,2.3166666666666664,0.0,1.0,0.0,0.93,0.12,0.0,0.25,0.0,0.0,1.0,0.53,train
pjxuqwbj839,2024-1,机器人工程,0,,,,,0.0,0.12,0.0,0.25,0.0,0.0,1.0,0.53,train
pjxuqwbj840,2023-2,电子信息工程,0,2.12,0.0,0.0,0.0,1.0,0.44,0.0,0.75,0.0,0.0,1.0,0.59,train
pjxuqwbj845,2023-2,机械设计制造及其自动化,1,1.9142857142857144,1.0,1.0,0.1428571428571428,0.69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj847,2023-2,电气工程及其自动化,1,2.6,1.0,2.0,0.1666666666666666,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj847,2024-1,电气工程及其自动化,1,0.0,1.0,0.0,1.0,0.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj847,2024-2,电气工程及其自动化,1,1.45,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj848,2023-2,机器人工程,1,1.88,0.0,1.0,0.0,0.93,0.12,0.0,0.0,0.0,0.0,1.0,0.5,train
pjxuqwbj850,2023-2,机器人工程,0,2.5166666666666666,0.0,0.0,0.0,1.0,0.12,0.0,0.25,0.0,0.0,1.0,0.57,train
pjxuqwbj850,2024-1,机器人工程,0,,,,,0.0,0.12,0.0,0.25,0.0,0.0,1.0,0.57,train
pjxuqwbj853,2023-2,机械设计制造及其自动化,1,1.8142857142857145,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.5,train
pjxuqwbj854,2023-2,电子封装技术,0,2.18,0.0,0.0,0.0,1.0,0.23,0.0,0.75,0.7,0.0,1.0,0.75,train
pjxuqwbj857,2023-2,工业设计,0,2.06,0.0,1.0,0.0,0.93,0.23,0.0,0.0,0.0,0.0,1.0,0.66,train
pjxuqwbj858,2023-2,测控技术与仪器,0,2.02,0.0,1.0,0.0,0.93,0.23,0.0,0.4,0.0,0.0,1.0,0.5,train
pjxuqwbj861,2023-2,机械设计制造及其自动化,1,2.0125,1.0,1.0,0.125,0.71,0.0,0.0,0.0,0.0,0.4,1.0,0.0,train
pjxuqwbj861,2024-1,机械设计制造及其自动化,0,3.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,train
pjxuqwbj861,2024-2,机械设计制造及其自动化,1,0.3428571428571428,4.0,1.0,0.5714285714285714,0.27,0.0,0.5,0.0,0.0,0.4,1.0,0.0,train
pjxuqwbj870,2023-2,机械设计制造及其自动化,0,2.0,0.0,1.0,0.0,0.93,1.0,0.0,0.0,0.0,0.0,1.0,0.53,train
pjxuqwbj871,2023-2,测控技术与仪器,0,2.18,0.0,0.0,0.0,1.0,0.23,0.0,0.75,0.0,0.0,1.0,0.6,train
pjxuqwbj873,2023-2,软件工程,0,2.0,0.0,1.0,0.0,0.93,0.0,0.0,0.25,0.0,0.0,1.0,0.0,train
pjxuqwbj876,2023-2,工业设计,0,2.04,0.0,1.0,0.0,0.93,0.44,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj877,2023-2,机械设计制造及其自动化,0,2.0285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.62,train
pjxuqwbj878,2023-2,测控技术与仪器,1,1.88,0.0,1.0,0.0,0.93,0.12,0.0,0.0,0.0,0.0,1.0,0.53,train
pjxuqwbj879,2023-2,自动化,0,2.18,0.0,0.0,0.0,1.0,0.23,0.0,0.25,0.93,0.0,1.0,0.61,train
pjxuqwbj881,2023-2,自动化,0,2.18,0.0,0.0,0.0,1.0,0.23,0.0,0.25,0.0,0.0,1.0,0.78,train
pjxuqwbj883,2023-2,测控技术与仪器,0,2.02,0.0,1.0,0.0,0.93,0.12,0.0,0.25,0.0,0.0,1.0,0.0,train
pjxuqwbj890,2023-2,机械设计制造及其自动化,1,1.2666666666666666,0.0,2.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj890,2024-1,机械设计制造及其自动化,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj890,2024-2,机械设计制造及其自动化,1,0.7999999999999999,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj892,2023-2,机器人工程,0,2.45,0.0,0.0,0.0,1.0,0.12,0.0,0.25,0.33,0.0,1.0,0.59,train
pjxuqwbj892,2024-1,机器人工程,0,,,,,0.0,0.12,0.0,0.25,0.33,0.0,1.0,0.59,train
pjxuqwbj894,2023-2,机械设计制造及其自动化,1,1.7166666666666668,0.0,0.0,0.0,1.0,0.23,0.0,0.0,0.23,0.0,1.0,0.7,train
pjxuqwbj898,2023-2,电子封装技术,0,2.0,0.0,1.0,0.0,0.93,0.23,0.0,0.25,1.0,0.0,1.0,0.57,train
pjxuqwbj903,2023-2,机器人工程,1,1.96,0.0,1.0,0.0,0.93,0.23,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj904,2023-2,自动化,0,2.06,0.0,1.0,0.0,0.93,0.44,0.0,0.25,0.0,0.0,1.0,0.0,train
pjxuqwbj905,2023-2,测控技术与仪器,1,1.5666666666666669,0.0,1.0,0.0,0.93,0.12,0.0,0.75,0.0,0.0,1.0,0.07,train
pjxuqwbj905,2024-2,,0,,,,,0.0,0.12,0.0,0.75,0.0,0.0,1.0,0.07,train
pjxuqwbj906,2023-2,电子封装技术,0,2.02,0.0,1.0,0.0,0.93,0.23,0.0,0.25,1.0,0.0,1.0,0.65,train
pjxuqwbj914,2023-2,通信工程,0,2.16,0.0,0.0,0.0,1.0,0.12,0.0,0.0,0.0,0.0,1.0,0.65,train
pjxuqwbj915,2023-2,自动化,0,2.18,0.0,0.0,0.0,1.0,0.23,0.0,0.75,0.0,0.0,1.0,0.77,train
pjxuqwbj916,2023-2,工业设计,0,2.18,0.0,0.0,0.0,1.0,0.23,0.0,0.0,0.0,0.0,1.0,0.66,train
pjxuqwbj917,2023-2,测控技术与仪器,1,1.6666666666666667,0.0,1.0,0.0,0.93,0.12,0.0,0.25,0.0,0.0,1.0,0.65,train
pjxuqwbj918,2023-2,测控技术与仪器,0,2.02,0.0,1.0,0.0,0.93,0.23,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj925,2023-2,电气工程及其自动化,1,1.9,0.0,2.0,0.0,0.87,0.0,0.0,0.25,0.0,0.32,1.0,0.0,train
pjxuqwbj925,2024-1,电气工程及其自动化,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.32,1.0,0.0,train
pjxuqwbj925,2024-2,电气工程及其自动化,1,0.7999999999999999,0.0,1.0,0.0,0.93,0.0,0.0,0.25,0.0,0.32,1.0,0.0,train
pjxuqwbj927,2023-2,信息对抗技术,1,1.96,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj928,2023-2,机械设计制造及其自动化,0,2.0,0.0,1.0,0.0,0.93,0.23,0.0,0.25,0.0,0.0,1.0,0.55,train
pjxuqwbj930,2023-2,信息对抗技术,1,1.84,0.0,1.0,0.0,0.93,0.23,0.0,0.75,0.0,0.0,1.0,0.51,train
pjxuqwbj933,2023-2,机械设计制造及其自动化,1,1.9909090909090907,1.0,2.0,0.0909090909090909,0.68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj933,2024-1,机械设计制造及其自动化,1,0.0,1.0,0.0,1.0,0.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj933,2024-2,机械设计制造及其自动化,1,1.4,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj935,2023-2,机械设计制造及其自动化,0,3.1090909090909093,0.0,2.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,1.0,0.78,train
pjxuqwbj935,2024-1,机械设计制造及其自动化,0,3.3166666666666664,0.0,0.0,0.0,1.0,0.0,0.92,0.0,0.0,0.0,1.0,0.78,train
pjxuqwbj935,2024-2,机械设计制造及其自动化,0,2.32,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.78,train
pjxuqwbj937,2023-2,电子信息工程,0,2.216666666666667,0.0,1.0,0.0,0.93,0.0,0.0,0.75,0.0,0.0,1.0,0.0,train
pjxuqwbj944,2023-2,集成电路设计与集成系统,0,2.2,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.53,train
pjxuqwbj947,2023-2,自动化,0,2.22,0.0,0.0,0.0,1.0,0.65,0.0,0.75,0.0,0.0,1.0,0.57,train
pjxuqwbj950,2023-2,机器人工程,1,1.9,0.0,1.0,0.0,0.93,0.12,0.0,0.0,0.0,0.0,1.0,0.51,train
pjxuqwbj952,2023-2,机械设计制造及其自动化,0,2.0,0.0,1.0,0.0,0.93,0.0,0.0,0.75,0.0,0.0,1.0,0.0,train
pjxuqwbj953,2023-2,机械设计制造及其自动化,0,2.02,0.0,1.0,0.0,0.93,0.23,0.0,0.75,0.17,0.0,1.0,0.59,train
pjxuqwbj954,2023-2,机械设计制造及其自动化,1,1.88,0.0,1.0,0.0,0.93,0.0,0.0,0.75,0.0,0.71,1.0,0.0,train
pjxuqwbj955,2023-2,空间科学与技术,1,1.2875,3.0,1.0,0.375,0.35,0.44,0.0,0.0,0.0,0.0,1.0,0.5,train
pjxuqwbj956,2023-2,电子封装技术,0,2.18,0.0,0.0,0.0,1.0,0.23,0.0,0.25,0.0,0.0,1.0,0.66,train
pjxuqwbj958,2023-2,电子封装技术,0,2.02,0.0,1.0,0.0,0.93,0.0,0.0,0.75,0.0,0.0,1.0,0.0,train
pjxuqwbj962,2023-2,测控技术与仪器,1,1.5833333333333333,0.0,1.0,0.0,0.93,0.12,0.0,0.75,0.0,0.0,1.0,0.58,train
pjxuqwbj967,2023-2,自动化,0,2.45,0.0,0.0,0.0,1.0,0.12,0.0,0.75,0.0,0.0,1.0,0.67,train
pjxuqwbj974,2023-2,测控技术与仪器,1,1.4285714285714286,2.0,1.0,0.2857142857142857,0.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj976,2023-2,测控技术与仪器,0,2.18,0.0,0.0,0.0,1.0,0.23,0.0,0.75,0.0,0.0,1.0,0.53,train
pjxuqwbj980,2023-2,机械设计制造及其自动化,1,1.6181818181818182,3.0,3.0,0.25,0.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj980,2024-1,机械设计制造及其自动化,1,0.0,3.0,0.0,1.0,0.42,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj980,2024-2,机械设计制造及其自动化,1,1.55,0.0,4.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj985,2023-2,电气工程及其自动化,1,1.6666666666666667,1.0,1.0,0.1666666666666666,0.66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj986,2023-2,电气工程及其自动化,0,2.45,0.0,0.0,0.0,1.0,0.23,0.0,0.0,1.0,0.0,1.0,0.74,train
pjxuqwbj988,2023-2,测控技术与仪器,0,2.216666666666667,0.0,1.0,0.0,0.93,0.12,0.0,0.75,0.7,0.0,1.0,0.53,train
pjxuqwbj992,2023-2,机械设计制造及其自动化,1,1.88,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuqwbj993,2023-2,测控技术与仪器,0,2.22,0.0,0.0,0.0,1.0,0.23,0.0,0.25,0.0,0.0,1.0,0.64,train
pjxuqwbj994,2023-2,电气工程及其自动化,0,2.16,0.0,0.0,0.0,1.0,0.12,0.0,0.25,0.0,0.76,1.0,0.69,train
pjxuqwbj996,2023-2,测控技术与仪器,0,2.04,0.0,1.0,0.0,0.93,0.23,0.0,0.0,0.0,0.0,1.0,0.58,train
pjxuzvbj991,2023-2,自动化,1,1.3111111111111111,3.0,2.0,0.3333333333333333,0.28,0.0,0.0,0.25,0.0,0.0,1.0,0.55,train
pjxuzvbj991,2024-1,自动化,0,,,,,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.55,train
pjxuzvbj996,2023-2,自动化,1,1.8142857142857145,1.0,2.0,0.1428571428571428,0.62,0.0,0.0,0.75,0.0,0.0,1.0,0.0,train
pjxuzxbj984,2023-2,机械设计制造及其自动化,0,2.0,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.52,train
pjxuzxbj986,2023-2,机械设计制造及其自动化,0,2.118181818181818,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.7,train
pjxuzxbj986,2024-1,机械设计制造及其自动化,0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,train
pjxuzxbj986,2024-2,机械设计制造及其自动化,1,1.0666666666666669,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,train
pjxuzxbj987,2023-2,机械设计制造及其自动化,0,2.15,0.0,2.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxuzxbj997,2023-2,机械设计制造及其自动化,0,2.3,0.0,1.0,0.0,0.93,0.12,0.0,0.0,0.0,0.0,1.0,0.56,train
pjxvzxbj989,2023-2,计算机科学与技术,1,1.5333333333333332,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.54,train
pjxvzxbj996,2023-2,计算机科学与技术,0,2.12,0.0,0.0,0.0,1.0,0.12,0.0,0.0,0.33,0.0,1.0,0.63,train
pjxvzxbj997,2023-2,计算机科学与技术,1,1.88,0.0,1.0,0.0,0.93,0.12,0.0,0.25,0.0,0.0,1.0,0.0,train
pjxwxxbj899,2023-2,电子信息工程,1,1.4833333333333334,1.0,1.0,0.1666666666666666,0.66,0.0,0.0,0.25,0.0,0.0,1.0,0.0,train
pjxwxxbj905,2023-2,电子信息工程,0,2.28,0.0,0.0,0.0,1.0,0.23,0.0,0.25,0.0,0.0,1.0,0.8,train
pjxwxxbj907,2023-2,电子信息工程,1,0.7999999999999999,0.0,1.0,0.0,0.93,0.23,0.0,0.0,0.0,0.0,1.0,0.5,train
pjxwxxbj908,2023-2,电子信息工程,0,2.1,0.0,2.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxwxxbj910,2023-2,电子信息工程,1,1.5333333333333332,0.0,1.0,0.0,0.93,0.23,0.0,0.0,0.0,0.0,1.0,0.51,train
pjxwxxbj913,2023-2,电子信息工程,0,2.2,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.81,1.0,0.0,train
pjxwxxbj914,2023-2,电子信息工程,1,1.96,0.0,1.0,0.0,0.93,0.0,0.0,0.25,0.0,0.0,1.0,0.0,train
pjxwxxbj915,2023-2,电子信息工程,1,1.9,0.0,0.0,0.0,1.0,0.44,0.0,0.0,0.0,0.0,1.0,0.83,train
pjxwxxbj916,2023-2,电子信息工程,0,2.12,0.0,0.0,0.0,1.0,0.23,0.0,0.75,0.97,0.0,1.0,0.92,train
pjxwxxbj916,2024-1,,0,,,,,0.0,0.23,0.0,0.75,0.97,0.0,1.0,0.92,train
pjxwxxbj918,2023-2,电子信息工程,1,1.457142857142857,0.0,0.0,0.0,1.0,0.44,0.0,0.0,0.0,0.0,1.0,0.67,train
pjxwxxbj924,2023-2,电子信息工程,1,1.8,2.0,2.0,0.1666666666666666,0.51,0.0,0.0,0.0,0.0,0.0,1.0,0.63,train
pjxwxxbj927,2023-2,电子信息工程,1,0.7999999999999999,0.0,1.0,0.0,0.93,0.44,0.0,0.75,0.0,0.0,1.0,0.5,train
pjxwxxbj927,2024-2,,0,,,,,0.0,0.44,0.0,0.75,0.0,0.0,1.0,0.5,train
pjxwxxbj928,2023-2,电子信息工程,1,1.6666666666666667,0.0,1.0,0.0,0.93,0.23,0.0,0.0,0.0,0.0,1.0,0.0,train
pjxwxxbj930,2023-2,电子信息工程,0,2.2,0.0,1.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,1.0,0.68,train
